name,maxProd,minProd,maxCon,minCon,class_map,energy_price_map,class_color_map,average_surface,max_surface,max_energy
building2765,0,0,0,0,map(['OL'::2,'OM'::3,'OS'::3,'RL'::4,'RM'::5,'RS'::6,'PL'::7,'PM'::8,'PS'::9]),map(['OL'::10,'OM'::7,'OS'::6,'RL'::3,'RM'::2,'RS'::1]),map(['OL'::rgb (12, 30, 51,255),'OM'::rgb (31, 76, 128,255),'OS'::rgb (53, 131, 219,255),'RL'::rgb (143, 71, 12,255),'RM'::rgb (219, 146, 25,255),'RS'::rgb (219, 198, 53,255),'PL'::rgb (110, 46, 100,255),'PM'::rgb (127, 53, 116,255),'PS'::rgb (179, 75, 163,255),'Park'::rgb (142, 183, 31,255)]),384.33754893115133,112436.66555867172,3710409.9634361668
